id,type,title,description,lat,lng,city,state,day,order,imageUrl,upgraded,status,isMutable,isNianticControlled,statement,supportingImageUrl,canAppeal,appealResolved,isClosed,appealNotes,userAppealNotes,canHold,canReleaseHold,poiData_id,poiData_imageUrl,poiData_title,poiData_description,poiData_lat,poiData_lng,poiData_city,poiData_state,poiData_lastUpdateDate,poiData_reason
"UQUOD1RQDwVXVANcBAFQVgBRAFYKClVQAAdXU1FSUANLVWgBB1kDBAJUAVQECQ4DAAsFVAoLa1MHBg09BAM9VFVpBgdpUANvAVdqUAgOaQAOAwc=","NOMINATION","Los Cazadores Authentic Mexican Restaraunt","Locally owned Mexican restaurant in Rolla, MO.","37.944798","-91.789803","Rolla","MO","2018-03-11","11","https://lh3.googleusercontent.com/Xy7GI3Yir_Hx4BnlBWYP2JaZZqwUKnLLMTSqehbV5oY78vG6T3-Y6WMnjj_OKhz41iQFYHqY-OGI-ARbRgLg","","REJECTED","","","","","true","","","","","","","","","","","","","","","",""
"UQUOD1RQDwVXVANcBAFQVgBRAFYKClVQAAdXU1FSUANLVWgBAVACAANWBVEADQEHDQQCUAcKa1MHBg09BAM9VFVpBgVpVAVvAlZqUgAMaQAOAwc=","NOMINATION","Residential Commons 2 S&T Crest","Crest of Missouri S&T/UMR/MSM outside the entrance of Residential Commons 2.","37.956539","-91.777856","Rolla","MO","2018-03-11","12","https://lh3.googleusercontent.com/xRoj0407DajUyem_pvT-B3mfM52P-nTuhjPVGRpQ0CGXvqPjlp-V6kRoD9ELV6TnRHwmw1xcviC18GUKlUiYtMibHdSM","","ACCEPTED","","","","","","","","","","","","","","","","","","","","",""
"UQUOD1RQDwVXVANcBAFQVgBRAFYKClVQAAdXU1FSUANLVQYBA1YAAQFSBVUHAQ4BAQEPVwNnBlEGD2pSB29TVToHBmkHVmkDBDoFVgZnBgYIAw==","NOMINATION","Pterodactyl Swingset","A fun swing set located in Buehler Park.","37.944388","-91.789386","Rolla","MO","2018-03-11","13","https://lh3.googleusercontent.com/4AzfPf2ulcA7rOjmqGB3UQYgKYWSWNhCLrUBdT-5G48BKczj4zQ5iQYHj_Jsn9-YsdQB_aFYze4jd5M-V7CBCA","","REJECTED","","","","","true","","","","","","","","","","","","","","","",""
"UQUOD1RQDwVXVANcBAFQVgBRAFYKClVQAAdXU1FSUANLVQYEAlABAwZWBlEJDQQBCgACVAZnBlEGD2pSB29TVDoHBmkHVWkDCzoCUQJnBgUIAw==","NOMINATION","Centennial Hall","This building hosts multiple administrative and student  affairs facilities as well as the art department and a 24/7 computer lab at Missouri S&T.","37.952359","-91.772567","Rolla","MO","2018-03-11","14","https://lh3.googleusercontent.com/BzdcCMDLTzM5F7_GMPjxq_tPUnfD9EmgHH3VJ46gk3xGSJunHaQvk_xGrYwTqN-xFDbz4ffwqjNYbMOMh-w","","REJECTED","","","","","true","","","","","","","","","","","","","","","",""
"UQUOD1RQDwVXVANcBAFQVgBRAFYKClVQAAdXU1FSUANLVWgBDlYDCAtWBFcICgMCDwsDUgAMa1MHBg09BAM9VFRpBgdpUwRvAVxqXQMJaQANAwc=","NOMINATION","Painting Known as ""The Eye""","Made by Sigfried Reinhardt in 1975. Located in the Centennial building's west stairwell.","37.952844","-91.773134","Rolla","MO","2018-03-12","15","https://lh3.googleusercontent.com/5F3xHGejkyB1SMJwF2jOUDFxDqa_S9vrPYGYFRQBywRD-TYY3jx90gQ1BglgIpzrGcR5gnPXgAjtVtHKXMCx","","REJECTED","","","","","true","","","","","","","","","","","","","","","",""
"UQUOD1RQDwVXVANcBAFQVgBRAFYKClVQAAdXU1FSUANLVWgFDlYHCQFXBFIDCQ8AAQYOUAUAa1MHBg09BAM9VFJpBgZpUAFvAVFqUgYJaQANAwc=","NOMINATION","Schuman Baseball Stadium","Baseball stadium located in Schuman park. Affiliated with the Missouri Amateur Softball Association and sponsored by Phelps County Bank.","37.956351","-91.767882","Rolla","MO","2018-03-17","16","https://lh3.googleusercontent.com/Al7rH53je_mqii_RW1bS5QbgCiBtBT_M6bjEUX2k7YRr3PN8ALn4k2KOJKIt6aPgxEDwlzG5ygL6TGwF26KpSJWMEPVX","","ACCEPTED","","","","","","","","","","","","","","","","","","","","",""
"UQUOD1RQDwVXVANcBAFQVgBRAFYKClVQAAdXU1FSUANLVWgCAVQOAwdRA1QJDQUJCAUPUAcOa1MHBg09BAM9VFJpBgZpUANvAVBqVgELaQANAwc=","NOMINATION","Schuman Park Playground","Playground at Schuman Park. Hosts multiple slides and climbing structures. Fun for all ages!","37.956322","-91.768242","Rolla","MO","2018-03-17","17","https://lh3.googleusercontent.com/dWjL_fdDNSt9-3MT2hjSh6IXfsDIHFAMrYG0e-kclRxWK9Oys_04lPcg0KrAUuIXk9aoXknJO1rBppIAddW0gcosREzf","","ACCEPTED","","","","","","","","","","","","","","","","","","","","",""
"UQUOD1RQDwVXVANcBAFQVgBRAFYKClVQAAdXU1FSUANLVWgCD1IPAQJTBFYCAQEBAQYDXwYPa1MHBg09BAM9VFJpBgZpUwZvA1dqVwYIaQANAwc=","NOMINATION","Schuman Northeast Pavilion","Pavillion located at Schuman park, located in near proximity to the Frisco Train exhibit.","37.956358","-91.766409","Rolla","MO","2018-03-17","18","https://lh3.googleusercontent.com/qMsk1Z9RQfEmM8J7Pu7ZHsxv5MgtKpYqf0eedJHvcJOB9sT7NyCrFw8O6J1nLwLzHrge6veeutrXAJMpDpgkoTAGM7dh","","ACCEPTED","","","","","","","","","","","","","","","","","","","","",""
"UQUOD1RQDwVXVANcBAFQVgBRAFYKClVQAAdXU1FSUANLVWgFDlEHAwJSAVwJCg4GAQUCVQIKa1MHBg09BAM9VF1pBg5pUQNvAFNqXQkKaQANAwc=","NOMINATION","The Atom","A centralized gathering place on the S&T campus, located where murals on University Drive used to be. Constructed in 2014.","37.955728","-91.775482","Rolla","MO","2018-03-19","19","https://lh3.googleusercontent.com/ADvjUfEOgE597Onz_rPVWdqHkob4mHzn9gTYWCXmeM_VICRF4s3DzCUENlMS8tbaKfzyGrGkJAS8X4p-21x6Jg","","REJECTED","","","","","true","","","","","","","","","","","","","","","",""
"UQUOD1RQDwVXVANcBAFQVgBRAFYKClVQAAdXU1FSUANLVWgPAlkCAQNXAVAIDQ8ECAUHVwVnBlEGD2pSB29QVToHBGkDUGkEAjoDXAFnBgUIAw==","NOMINATION","James E Bertelsmeyer Hall","Chemical engineering building at Missouri S&T. Construction finished in 2015.","37.952383","-91.775672","Rolla","MO","2018-03-21","20","https://lh3.googleusercontent.com/kiDZB1hRDNJow-Rdq2PLcyvKDQiX7ZQNUxJSVFJnzlNSV1wCOV3CZOKP0EcyJNs1GztNZ10tAQBWvmwTu9U","","REJECTED","","","","","true","","","","","","","","","","","","","","","",""
"UQUOD1RQDwVXVANcBAFQVgBRAFYKClVQAAdXU1FSUANLVQECB1gHBQZdDFQCDQYFCAQGVQBnBlEGD2pSB29QVDoHBmkFVGkCADoAXQlnBgUIAw==","NOMINATION","Veterans Of World War Elevation Marker","Dedicated by the MSM class of 1925.","37.954829","-91.770834","Rolla","MO","2018-03-21","21","https://lh3.googleusercontent.com/gEMmqPhX9YQLaKvwpnWe21iv8eJzt8fGHLuaoeTdl9_J7Hcc5Hga4oiXsGsCJ1OiJ5JTqVKC61C14bmLb_k","","REJECTED","","","","","true","","","","","","","","","","","","","","","",""
"UQUOD1RQDwVXVANcBAFQVgBRAFYKClVQAAdXU1FSUANLVQUHD1gAAgBdDVcBDgEGDwUPVANnBlEGD2pSB29QUToHBmkCU2kCBDoHXQhnBgUIAw==","NOMINATION","Lake On White Road Fountain","","38.654461","-90.518014","Chesterfield","MO","2018-03-24","22","https://lh3.googleusercontent.com/0o-5Lg1Yj5WUYqRkyoE_jzR02IyHjAGvgxINCANcOxU3lKQHolBqnFAAKIEVzOwg6_OEUasK1yZacZQIOBCT","","REJECTED","","","","","true","","","","","","","","","","","","","","","",""
"UQUOD1RQDwVXVANcBAFQVgBRAFYKClVQAAdXU1FSUANLVQ8DDlgHBwRTB1wBDA4BDwsDVwpnBlEGD2pSB29QUToHBmkFV2kBADoAVwJnBgUIAw==","NOMINATION","Conway Ridge","Ornate sign to designate Conway Ridge neighborhood.","38.652965","-90.521968","Chesterfield","MO","2018-03-24","23","https://lh3.googleusercontent.com/3gm-Rd6oz4DMUTHT-gXyg2PIPSnLyWBynfLFvtj8Ug7YbS7e7shyEFr9AuJRouDHLDl2IJWl-nX1lDBdQk4","","REJECTED","","","","","true","","","","","","","","","","","","","","","",""
"UQUOD1RQDwVXVANcBAFQVgBRAFYKClVQAAdXU1FSUANLVWgCAFkBBQpWBVcJDAIEDgMFXgMLa1MHBg09BAM9V1FpBgRpUAdvB1ZqVggNaQANAwc=","NOMINATION","Yellow Bike Sculpture","Yellow bike sculpture to commemorate the widening on South Greentrails Drive In 2017.","38.660903","-90.523755","Chesterfield","MO","2018-03-24","24","https://lh3.googleusercontent.com/n20_be4dryDUkfx_yacUvNHC-NZGBZ-VDKNccv7wr96MrDGcw2LfvPWGuTK04fH7S6659JwfTwADMQ7r9hRyzA","","REJECTED","","","","","true","","","","","","","","","","","","","","","",""
"UQUOD1RQDwVXVANcBAFQVgBRAFYKClVQAAdXU1FSUANLVWgHB1QHBgFWDVECCQUCDQEHVgAAa1MHBg09BAM9V1FpBgRpUwZvBlRqVwUBaQANAwc=","NOMINATION","Beverly Milder Musical Arts School","Locally owned and operated music school, offering piano, singing, and guitar lessons for over 25 years!","38.664615","-90.519129","Chesterfield","MO","2018-03-24","25","https://lh3.googleusercontent.com/ab6bs6rHdH-KKTuSHrD_2eSYnaGcdMHrwgdJttuP8DLY412C234y9xzRd0Ex2_ogBGPNBjBuJWQSM2__BSENtA","","REJECTED","","","","","true","","","","","","","","","","","","","","","",""
"UQUOD1RQDwVXVANcBAFQVgBRAFYKClVQAAdXU1FSUANLVQ4GBlIFAgRdAlUCCAQDDAEOUwFnBlEGD2pSAG9SUToGDmkGVmkBCjoGUghnBgUIAw==","NOMINATION","Aaron Jefferson Miles Auditorium","Lecture classroom dedicated to Aaron Jefferson Miles (1902-1977) for his accomplishments in aerospace engineering, located in Toomey Hall at Missouri S&T.","37.95425","-91.773794","Rolla","MO","2018-04-04","26","https://lh3.googleusercontent.com/PQK0OoIPvUEAAwywQvIWclvJvpLYQsct8Z8U573hzhBW7_TydvBDaFI2Jg_RogwmkIeKqOePKG83ZluBnXuyzQ","","REJECTED","","","","","true","","","","","","","","","","","","","","","",""
"UQUOD1RQDwVXVANcBAFQVgBRAFYKClVQAAdXU1FSUANLVWgHBVYHAAtTB1wDDw4HCQcGVwYBa1MHBg09BAQ9VF1pBgVpVAdvA1JqUQcIaQANAwc=","NOMINATION","NaCl + H2O","Locally owned seafood restaraunt in Rolla, MO. Catchy name caters to students of Missouri University of Science and Technology.","37.950584","-91.771779","Rolla","MO","2018-04-18","27","https://lh3.googleusercontent.com/zPco18AQOwhK08UxDfNUOOoR7Xel5o_FxGIkYUhCSEdQvz29KRn8-qCdHvsEKa_qOIHWRbH30mDhdpqjUS26tA","","REJECTED","","","","","true","","","","","","","","","","","","","","","",""
"UQUOD1RQDwVXVANcBAFQVgBRAFYKClVQAAdXU1FSUANLVQEGBFgPBQtTBVMHDwAFDwAOXgtnBlEGD2pSAG9TXToHBGkDUmkFBjoBUQJnBgUIAw==","NOMINATION","Delta Sigma Phi Fraternity House","","37.949832","-91.772342","Rolla","MO","2018-04-19","28","https://lh3.googleusercontent.com/YJNHuwCmtLGr0fPAGUiekvJdw0X49XcmuAuM4mApmJZQHIel_fnxwZPd9hNYr6-rUb8cd6MWPJfgXsBb3aUP","","REJECTED","","","","","true","","","","","","","","","","","","","","","",""
"UQUOD1RQDwVXVANcBAFQVgBRAFYKClVQAAdXU1FSUANLVWgCD1AOBQFSDFYFDQECDQICUgoMa1MHBg09BAQ9VF1pBgJpUQ5vAlNqXQQOaQANAwc=","NOMINATION","Rolla Suites Residence Hall","Residence hall in downtown Rolla at Missouri University of Science and Technology.","37.952674","-91.77241","Rolla","MO","2018-04-20","29","https://lh3.googleusercontent.com/IodClXpz4koh1U8kB8r111QEQyzRUrr0mak30VvDkZ1Z-hwGLjQkXSXv7BLw1aX0eXZQYWK_1sczF2O9ZwYA","","REJECTED","","","","","true","","","","","","","","","","","","","","","",""
"UQUOD1RQDwVXVANcBAFQVgBRAFYKClVQAAdXU1FSUANLVQEDAFECBAZWAFwFCQAADwIEVAVnBlEGD2pSAG9QVToHBWkHWWkFAjoAVARnBgUIAw==","NOMINATION","Schuman tunnel","Tunnel that allows for travel below the train tracks on the east side of Schuman Park.","37.955342","-91.766145","Rolla","MO","2018-04-20","30","https://lh3.googleusercontent.com/j6aGfdEvMJGIhPg3gbXnXFzyrbBdU44qUr5kSMOGGd86-Ju9cUzrXz4lZBXCSnv2EYLFvHknXHL82JZgE0Q","","REJECTED","","","","","true","","","","","","","","","","","","","","","",""
"UQUOD1RQDwVXVANcBAFQVgBRAFYKClVQAAdXU1FSUANLVQYBAFUAAwtUBVAJCQ8DDAUEVQVnBlEGD2pSAG9TXToHA2kGVWkDADoDVwBnBgUIAw==","NOMINATION","The Purest Food Market","Locally owned international food store and coffee shop","37.951913","-91.771699","Rolla","MO","2018-04-23","31","https://lh3.googleusercontent.com/IKvzk6rC59WuGmbAGwoZGBXN9IJfeopmZOspe2R4vzg7YTlaH6oaGhe8Rlb_bR2Niu1hIKex70iiECa97-pI","","REJECTED","","","","","true","","","","","","","","","","","","","","","",""
"UQUOD1RQDwVXVANcBAFQVgBRAFYKClVQAAdXU1FSUANLVQQDD1QHAQVWDVQJCQUECgIEVgNnBlEGD2pSAG9QUzoHBGkGUGkABzoEXAFnBgUIAw==","NOMINATION","Rolla's First Depot","""Rolla was but a fledgling county seat village when war began in Missouri in June 1861. By chance, however, it was the railhead of the South West Branch of the Pacific Railroad and one of the state. The first Depot in Rolla, between Seventh and Eighth streets, was built in 1860.""","37.950078","-91.770037","Rolla","MO","2018-04-27","32","https://lh3.googleusercontent.com/QiQ06iaC3SSkjUONk9huhCkPeM7ouBAzTZZhSr7FmvZXjqfPkoPtDS8IYAKYgVXHIHevn42PrdnwgR-GBSuZyB9_a74","","ACCEPTED","","","","","","","","","","","","","","","","","","","","",""
"UQUOD1RQDwVXVANcBAFQVgBRAFYKClVQAAdXU1FSUANLVQ8CAFAGBQBcA1UADg4GAQAOUAJnBlEGD2pSAG9QUzoHDmkDWWkFCzoAUQRnBgUIAw==","NOMINATION","S&T Welcome Sign","Ornate sign that designates the location of the Missouri University of Science and Technology.","37.956835","-91.782857","Rolla","MO","2018-04-29","33","https://lh3.googleusercontent.com/Xg_dB0gpe4VUMI1-7UZiT6ClLXzsvfH-J4-Sv7Ng46KM8aEmM53lJ1lEl4fzEY5SPeA7Bkukk4dr_U7qVAbQ","","REJECTED","","","","","true","","","","","","","","","","","","","","","",""
"UQUOD1RQDwVXVANcBAFQVgBRAFYKClVQAAdXU1FSUANLVQ8EAFMHBARVDFAFCQUGDwMPXwRnBlEGD2pSAW9SVDoHBGkEVWkFBjoBUQFnBgUIAw==","NOMINATION","Old Jackling Athletic Complex","Plaque denoting the former site of the Jackling Athletic Complex and its athletes (1915-1965).","37.955622","-91.774611","Rolla","MO","2018-05-08","34","https://lh3.googleusercontent.com/j6SUO-Yf-3dktmNy6zVlKS27HzV103AHCGRyVXrgvvT4Vvx_4kAvnG1TaZJ8_0f_3GKRbUxbY6WA5O98lCCokQ","","REJECTED","","","","","true","","","","","","","","","","","","","","","",""
"UQUOD1RQDwVXVANcBAFQVgBRAFYKClVQAAdXU1FSUANLVQAEDlQGBgdcAVECDAAEDwAHVm0KBFAPaAVXawBVOlQAaAcOPgcEbFQFXW8IAwAI","NOMINATION","Wall Of Bread","A series of photographs of bread at Au Bon Pain","37.952781","-91.772353","Rolla","MO","2018-05-10","35","https://lh3.googleusercontent.com/S_wU_VoG5DKLiXapmwW2zxu31hw1It2KaPhNPHhDkIDmuKa3bk0s3hcTF3m9f7YKftdpJ07R1qwzRv3Vt3LuiQ","","REJECTED","","","","","true","","","","","","","","","","","","","","","",""
"UQUOD1RQDwVXVANcBAFQVgBRAFYKClVQAAdXU1FSUANLVQUGAlMDBgdVBFcFCAQGAQQOUgdnBlEGD2pSAW9TVToGDmkEWWkDBzoDXAdnBgUIAw==","NOMINATION","Student Diversity Initiatives","Diversity program at Missouri S&T","37.952272","-91.77588","Rolla","MO","2018-05-13","36","https://lh3.googleusercontent.com/sIOVXrwmT6cLvrk3aOWTqqd_hiLtq-tJHemuUE2yzp4ZTETZPascq3gbUGE39HRQl2QD_JuMFznUWPUJ7Dt8","","REJECTED","","","","","true","","","","","","","","","","","","","","","",""
"UQUOD1RQDwVXVANcBAFQVgBRAFYKClVQAAdXU1FSUANLVWgCAVgDAQFUAFwBCgYIDwcDXwMBa1MHBg09BAU9VFZpBgFpUQZvA1JqVQYPaQANAwc=","NOMINATION","Richard F. Daykin Memorial Tree","Memorial tree located in Faust park","38.666041","-90.544451","Chesterfield","MO","2018-05-14","37","https://lh3.googleusercontent.com/nuDg15-yZYy3cXLM3GTG9FJPUVF9HJymiurjRp4WGpEI_c9mqnZaAfI2yojcBAWfZsp5pvXyOgSVEWRuPbLk","","REJECTED","","","","","true","","","","","","","","","","","","","","","",""
"UQUOD1RQDwVXVANcBAFQVgBRAFYKClVQAAdXU1FSUANLVWgEA1cBBwRQDVIIDAcEDgMAXgAJa1MHBg09BAU9VFZpBgFpUQRvA1FqUQUPaQANAwc=","NOMINATION","Joseph A. Murray Heritage Tree","Heritage tree located in Faust park.","38.666858","-90.544812","Chesterfield","MO","2018-05-14","38","https://lh3.googleusercontent.com/mPPQpYJF0yhMneoGQQpnanaP1ep9xds9KvOajHiU86zREY-Se2vsB-THjn6z4fYCWonqR6UMONXFOxol0Tr7","","REJECTED","","","","","true","","","","","","","","","","","","","","","",""
"UQUOD1RQDwVXVANcBAFQVgBRAFYKClVQAAdXU1FSUANLVWgFD1kPAANVB1ABDAEFCQIOUgUBa1MHBg09BAU9VFFpBg5pUAVvB1NqVAkOaQANAwc=","NOMINATION","Greentrails Estates","Ornately sculpted sign to denote the Greentrails Estates neighborhood","38.660793","-90.524022","Chesterfield","MO","2018-05-14","39","https://lh3.googleusercontent.com/XgjWMEqGyXxuX4RbqfzxD5GTDyv7Liej_CiSb9ylr8q-68RFRBDBfvyG4vQ1-GVm8j6Wfc-EQMYZHTAnyMka","","REJECTED","","","","","true","","","","","","","","","","","","","","","",""
"UQUOD1RQDwVXVANcBAFQVgBRAFYKClVQAAdXU1FSUANLVQUDA1IGAAVRAlQDDwIDCAECVwtnBlEGD2pSAW9TUToHD2kHV2kEAzoFXAVnBgUIAw==","NOMINATION","Windermere Place","Sign to denote the Windermere Place neighborhood","38.662153","-90.522483","Chesterfield","MO","2018-05-14","40","https://lh3.googleusercontent.com/oyGCtJusNXcjoaq2TCrwjPiY4BNTTfICjBHgwIuWWw1GB6cbShCigUUxP3PuxpyZOpfDPDV77vr4mIb70rM-","","REJECTED","","","","","true","","","","","","","","","","","","","","","",""
"UQUOD1RQDwVXVANcBAFQVgBRAFYKClVQAAdXU1FSUANLVWgBBlYPAAVTBlwJDwYJDQUOUgYIa1MHBg09BAU9VFFpBg5pUwZvBlRqVQAAaQANAwc=","NOMINATION","Ladue Woods","Sculpted sign to mark the Ladue Woods neighborhood.","38.664083","-90.520233","Chesterfield","MO","2018-05-14","41","https://lh3.googleusercontent.com/nVBCgydBtMIo_cBtAHVpuhjgTSQgFcZmfm-KemTRFmR33DoOCqO9ZGCEh-cwXxP1OQvpjCbQlULq0rEdw40","","REJECTED","","","","","true","","","","","","","","","","","","","","","",""
